#[Time s] [1.000 GHz] [1.010 GHz] [1.020 GHz] [1.030 GHz] [1.040 GHz] [1.051 GHz] [1.061 GHz] [1.071 GHz] [1.081 GHz] [1.091 GHz] [1.101 GHz] [1.111 GHz] [1.121 GHz] [1.131 GHz] [1.141 GHz] [1.152 GHz] [1.162 GHz] [1.172 GHz] [1.182 GHz] [1.192 GHz] [1.202 GHz] [1.212 GHz] [1.222 GHz] [1.232 GHz] [1.242 GHz] [1.253 GHz] [1.263 GHz] [1.273 GHz] [1.283 GHz] [1.293 GHz] [1.303 GHz] [1.313 GHz] [1.323 GHz] [1.333 GHz] [1.343 GHz] [1.354 GHz] [1.364 GHz] [1.374 GHz] [1.384 GHz] [1.394 GHz] [1.404 GHz] [1.414 GHz] [1.424 GHz] [1.434 GHz] [1.444 GHz] [1.455 GHz] [1.465 GHz] [1.475 GHz] [1.485 GHz] [1.495 GHz] [1.505 GHz] [1.515 GHz] [1.525 GHz] [1.535 GHz] [1.545 GHz] [1.556 GHz] [1.566 GHz] [1.576 GHz] [1.586 GHz] [1.596 GHz] [1.606 GHz] [1.616 GHz] [1.626 GHz] [1.636 GHz] [1.646 GHz] [1.657 GHz] [1.667 GHz] [1.677 GHz] [1.687 GHz] [1.697 GHz] [1.707 GHz] [1.717 GHz] [1.727 GHz] [1.737 GHz] [1.747 GHz] [1.758 GHz] [1.768 GHz] [1.778 GHz] [1.788 GHz] [1.798 GHz] [1.808 GHz] [1.818 GHz] [1.828 GHz] [1.838 GHz] [1.848 GHz] [1.859 GHz] [1.869 GHz] [1.879 GHz] [1.889 GHz] [1.899 GHz] [1.909 GHz] [1.919 GHz] [1.929 GHz] [1.939 GHz] [1.949 GHz] [1.960 GHz] [1.970 GHz] [1.980 GHz] [1.990 GHz] [2.000 GHz] 
0.101 2.127 1.952 0.018 0.205 0.865 1.149 0.224 0.504 1.577 0.071 0.472 0.667 1.066 0.098 0.012 0.002 0.580 0.071 0.002 0.120 0.124 0.106 0.245 0.030 0.036 0.526 0.177 0.004 0.115 0.762 0.028 0.027 0.047 0.012 0.485 2.111 0.260 0.779 0.055 0.172 0.019 0.019 0.532 0.517 0.401 0.584 0.725 0.007 0.113 0.443 0.234 0.071 1.997 0.913 0.623 3.438 0.416 0.032 0.797 0.028 0.518 0.230 0.002 0.009 0.012 2.813 1.947 0.013 0.033 0.249 2.438 1.478 0.049 0.230 0.215 0.423 0.063 0.272 1.049 0.161 0.205 0.696 1.813 0.176 0.469 0.142 0.205 0.078 0.444 1.033 0.179 1.071 0.087 0.047 0.009 0.132 0.579 0.086 0.358 0.163 
0.111 1.095 0.984 0.038 1.869 3.248 0.006 0.256 0.000 2.339 0.601 2.327 1.066 0.021 0.079 0.096 0.368 0.768 0.506 0.444 1.025 0.456 0.051 0.013 0.566 0.357 2.429 0.047 0.006 0.024 0.112 0.071 0.245 0.006 2.467 0.489 0.353 0.201 0.038 3.327 3.464 1.570 1.366 0.012 2.173 0.000 0.631 0.000 0.719 0.292 1.872 0.263 0.362 0.923 0.110 1.256 0.614 1.088 0.015 2.366 0.567 1.454 0.715 0.040 0.169 0.011 0.076 0.569 0.032 1.228 2.390 0.025 1.669 0.177 2.001 0.237 1.034 0.233 0.372 0.387 0.024 1.197 2.500 0.000 0.149 0.084 0.033 0.205 2.361 0.602 1.290 0.971 0.219 0.368 0.009 0.719 0.185 0.761 0.282 0.571 0.244 
0.121 0.010 0.158 0.364 0.082 0.002 0.114 0.118 0.099 0.033 0.000 1.480 1.165 0.000 0.564 0.740 0.055 0.167 1.163 0.030 0.000 0.138 1.605 0.449 0.122 2.129 1.311 0.065 1.576 0.013 0.008 0.226 0.003 0.382 0.034 0.152 1.460 0.450 0.959 0.141 0.000 0.423 0.148 0.120 0.317 0.183 0.003 0.235 0.224 0.011 0.756 0.004 0.358 0.038 0.213 0.011 0.466 3.635 0.284 0.002 0.320 0.001 0.049 0.125 1.284 0.031 0.250 0.156 1.802 0.067 0.042 0.000 0.123 0.066 0.002 3.625 0.010 0.902 0.031 0.033 1.773 0.014 0.034 0.896 0.129 0.438 0.338 0.015 0.169 0.079 0.090 0.039 0.087 0.190 0.003 0.198 0.004 2.243 0.210 4.178 0.883 
0.131 0.004 0.135 0.451 0.006 0.823 3.586 0.218 0.129 1.360 0.097 0.366 0.587 0.600 0.041 0.427 0.168 1.264 0.317 0.011 0.002 0.401 0.421 0.863 0.408 0.844 0.114 0.364 0.023 0.354 0.034 0.026 0.647 0.006 0.034 0.955 0.510 0.023 0.305 0.012 0.470 0.000 0.885 1.449 0.499 0.237 0.995 0.930 0.422 2.089 0.005 0.874 0.005 1.331 1.069 0.277 0.082 0.143 0.456 1.678 0.261 0.248 0.522 0.076 0.193 0.459 0.764 0.346 2.296 4.269 0.033 0.153 0.052 0.013 0.040 0.092 0.129 0.738 0.514 1.836 0.349 0.738 0.030 0.021 0.016 1.071 0.797 1.842 0.123 0.038 0.926 0.976 1.123 0.005 0.001 0.134 0.594 0.290 0.100 0.011 1.581 
0.141 0.007 0.060 1.353 0.559 1.000 3.289 0.188 0.152 1.322 0.256 0.488 0.500 0.032 1.303 0.108 0.000 0.160 1.439 0.478 0.068 0.024 0.071 0.025 0.378 0.020 1.305 0.983 1.405 0.227 0.002 0.070 0.003 0.047 0.671 0.078 0.361 0.452 0.212 0.301 1.564 1.551 0.175 0.055 0.765 0.577 0.169 0.277 0.374 0.178 0.003 0.088 3.243 0.020 0.004 0.657 0.535 2.848 0.439 0.082 0.602 0.010 1.414 1.206 0.378 0.185 0.000 0.147 0.551 0.002 1.441 0.434 0.004 0.012 0.322 0.032 0.288 0.607 1.131 0.002 0.007 2.232 0.420 1.522 0.592 0.123 0.332 0.205 0.004 0.312 0.414 0.141 1.541 1.178 1.364 1.518 1.785 1.547 1.110 3.045 2.013 
0.152 0.163 0.004 0.522 0.498 0.238 0.389 0.688 0.179 0.772 1.566 0.578 0.025 0.045 0.190 0.213 0.116 0.684 3.791 0.319 0.175 0.400 0.088 0.161 0.033 0.122 0.962 0.634 0.001 0.653 0.210 0.067 0.315 2.014 0.104 0.561 0.811 0.240 0.067 4.715 0.204 0.863 0.010 0.014 0.019 2.065 0.018 0.063 2.009 0.441 0.445 0.000 0.142 1.295 0.479 0.244 0.084 0.213 0.210 0.450 0.039 0.995 0.325 0.590 0.228 0.044 0.009 0.006 0.176 0.088 0.117 0.198 0.134 0.202 0.016 1.023 0.079 0.178 0.220 0.013 1.548 2.382 0.348 0.408 0.528 0.091 0.050 1.120 1.594 1.224 1.702 1.261 1.063 0.999 0.645 0.404 0.000 0.037 0.039 1.418 0.028 
0.162 0.094 0.777 0.013 0.970 0.012 0.365 0.509 0.417 0.640 0.013 0.391 0.165 0.027 0.013 0.334 0.433 0.740 0.117 1.400 0.473 0.035 0.016 1.585 0.846 0.177 0.109 1.331 0.002 3.404 0.143 0.432 2.242 0.023 0.273 0.655 0.170 1.803 0.049 0.461 0.012 1.755 1.501 0.504 0.425 1.119 0.802 0.701 0.741 0.000 0.363 1.778 0.522 0.125 3.227 3.142 0.002 0.428 0.098 1.884 2.228 0.387 0.094 0.057 0.275 0.584 0.045 0.143 0.563 0.792 0.108 0.020 0.863 0.524 1.780 0.014 0.902 0.105 1.661 3.428 0.079 0.697 1.006 1.015 1.303 1.821 1.003 0.072 1.119 0.819 1.176 0.030 0.034 0.042 0.562 0.175 0.585 0.443 0.032 0.185 0.030 
0.172 0.943 0.139 0.882 0.930 0.026 0.074 0.202 0.032 0.522 0.607 0.339 0.018 0.000 0.848 2.137 2.867 0.646 0.967 0.234 0.609 2.297 0.894 2.018 0.576 2.617 0.069 0.087 0.306 0.123 1.489 0.749 1.674 0.222 2.145 0.048 0.184 1.147 0.956 0.010 2.109 0.740 0.118 0.022 1.411 0.103 0.029 0.008 3.783 0.405 1.367 0.119 0.012 0.002 0.004 0.085 0.830 0.000 0.944 0.002 0.581 0.000 0.001 0.039 0.045 0.064 1.693 0.038 0.141 0.142 0.002 1.169 0.039 0.070 0.874 0.207 1.486 1.115 1.338 1.755 2.702 1.044 0.501 0.116 0.939 0.044 1.309 2.857 0.646 2.365 0.012 0.000 0.273 0.941 1.066 0.081 0.324 1.868 0.433 1.506 0.314 
0.182 0.062 2.127 0.032 0.710 0.455 0.183 1.278 0.066 0.005 1.061 0.544 0.092 0.122 0.064 0.076 0.015 0.159 0.392 0.169 0.007 0.386 0.044 0.715 0.055 0.017 0.442 0.033 0.034 0.197 0.042 0.000 2.075 0.019 0.007 1.367 1.075 1.011 0.593 2.028 1.542 1.053 0.018 0.370 0.054 0.048 0.068 0.334 1.560 0.005 0.448 0.307 1.083 3.057 0.518 0.734 0.899 0.029 1.765 1.265 0.036 0.198 0.440 0.146 0.907 0.005 1.026 2.806 1.677 0.554 0.001 0.593 1.423 3.524 3.226 1.082 0.064 0.528 0.000 0.204 0.109 0.022 0.056 2.700 0.145 0.000 0.029 0.308 0.183 0.089 0.191 0.835 0.000 1.289 0.424 0.466 0.192 1.245 0.463 1.202 0.565 
0.192 1.345 2.658 1.277 0.279 0.099 0.093 0.089 0.030 0.021 0.026 0.178 3.066 0.056 0.004 0.009 2.365 0.065 0.172 0.557 1.070 0.003 0.411 2.015 0.025 0.011 1.352 0.065 0.129 0.218 0.063 0.029 0.143 0.142 0.003 0.105 0.630 0.438 0.086 0.694 0.020 0.133 0.228 4.227 0.479 0.066 0.011 1.226 0.119 0.047 0.444 0.059 1.036 3.961 1.830 0.050 0.193 0.064 0.603 1.836 0.216 0.475 0.543 0.367 1.041 0.109 1.355 2.116 1.164 1.849 1.726 2.858 0.215 0.082 0.411 0.286 0.935 2.098 0.056 1.251 0.225 0.001 0.192 0.396 0.044 3.485 0.022 0.104 0.696 1.381 2.685 0.974 0.002 4.424 0.043 0.112 0.238 1.094 0.670 0.851 0.615 
0.202 0.168 0.046 0.406 0.939 0.787 0.226 0.457 0.008 0.714 0.202 0.222 2.138 0.066 3.481 0.005 0.024 0.007 0.102 0.082 0.135 0.001 0.997 1.908 0.201 0.368 0.086 0.280 0.248 0.281 0.003 0.639 4.861 0.518 1.404 0.442 1.066 0.147 0.145 0.735 0.030 0.167 0.361 0.128 0.007 0.459 0.000 0.766 0.600 0.813 0.053 1.634 0.726 0.108 0.314 0.065 0.753 1.884 2.117 0.010 0.085 0.107 0.000 1.809 2.334 1.017 1.008 0.562 0.661 0.008 0.281 0.103 0.000 0.117 0.354 0.889 3.300 0.023 0.062 0.066 0.020 0.209 0.430 0.109 0.820 0.552 0.036 0.010 0.072 0.218 0.071 0.067 1.850 0.001 0.193 1.386 0.672 0.078 0.149 1.322 0.594 
0.212 0.552 0.020 0.069 0.263 0.416 0.328 2.381 0.175 0.326 0.017 2.454 0.854 1.406 0.104 0.004 0.000 1.259 1.623 0.005 1.647 0.233 2.701 0.064 0.547 0.203 0.021 0.010 0.084 0.197 0.036 0.355 0.498 0.008 1.544 0.901 0.841 1.600 0.213 2.023 0.229 0.057 1.584 0.955 0.453 0.730 0.424 0.822 3.629 0.143 0.011 0.032 1.305 2.258 0.287 0.227 0.428 0.025 0.000 1.891 1.365 1.693 1.212 0.004 0.020 0.548 0.394 0.027 0.249 0.124 0.005 0.127 0.293 0.706 0.260 0.289 0.079 0.082 4.508 0.159 0.885 0.227 0.263 0.985 0.592 0.162 0.154 1.172 0.022 1.365 0.070 0.239 0.209 0.030 0.058 0.709 0.343 0.012 0.073 1.232 0.031 
0.222 0.141 0.015 0.170 0.370 0.506 0.207 0.040 2.027 0.934 0.685 0.418 0.532 0.335 0.275 0.430 0.414 0.034 0.126 0.080 0.458 0.065 0.575 0.343 0.184 0.071 0.006 0.133 0.158 0.366 0.263 0.471 1.241 0.262 0.675 1.747 0.129 0.039 0.538 0.213 1.416 0.002 1.082 0.379 0.214 0.169 0.685 0.996 0.628 1.927 0.350 1.268 0.042 3.835 0.894 1.218 1.508 1.065 1.008 0.002 2.509 0.042 0.454 2.737 0.034 0.077 0.445 0.003 0.115 0.948 0.001 0.007 0.447 2.307 0.012 0.530 0.976 0.114 0.002 0.037 0.065 0.657 0.083 2.629 0.207 0.000 0.014 1.057 0.003 0.527 0.504 0.061 0.912 0.075 2.569 0.375 0.472 0.066 0.020 4.584 0.380 
0.232 0.730 0.424 0.000 1.113 0.104 0.817 0.369 0.022 0.391 0.002 0.001 0.010 0.000 1.429 1.004 0.009 1.252 0.133 0.000 0.057 0.342 0.053 1.420 0.393 0.732 2.044 0.014 0.359 0.079 1.191 0.002 0.002 0.462 0.637 2.281 0.234 0.815 0.586 0.217 0.002 0.952 0.178 0.083 0.697 2.287 0.145 1.885 0.261 0.122 0.205 0.064 0.009 1.122 1.000 2.136 0.019 0.605 0.806 0.284 0.029 0.158 0.506 3.600 0.836 0.065 0.462 0.238 0.632 0.318 0.799 0.072 0.509 1.079 0.436 0.069 0.045 0.302 0.003 0.736 0.188 0.340 0.808 1.039 0.002 0.281 0.229 0.003 0.061 1.532 0.486 0.305 0.981 1.741 0.101 0.022 0.165 0.497 0.293 0.611 0.839 
0.242 0.172 0.089 0.118 0.147 0.039 0.000 1.518 0.279 2.089 2.404 0.869 0.298 0.251 2.361 1.043 0.063 0.280 2.163 1.292 0.573 0.742 0.306 0.262 0.074 0.231 0.121 0.005 0.797 0.714 0.162 0.017 0.015 0.221 0.012 0.600 0.601 0.000 0.199 1.116 5.608 0.086 0.839 0.007 0.099 0.529 0.606 0.022 0.287 1.022 1.000 1.204 1.656 0.054 2.324 0.784 0.198 0.055 0.179 0.239 0.489 0.078 0.916 1.355 0.607 2.141 0.032 0.151 0.104 0.467 0.022 1.441 0.888 0.018 0.284 0.058 0.293 0.551 0.312 0.885 0.007 0.218 4.027 0.002 0.480 0.031 0.288 0.075 0.659 0.261 0.273 0.120 0.977 0.003 0.190 0.233 1.127 0.192 2.217 0.400 0.157 
0.253 1.770 0.016 0.002 0.000 0.037 0.003 1.157 1.102 0.192 1.290 0.001 3.899 0.093 0.659 0.499 0.080 0.076 0.094 0.056 0.001 3.149 0.411 0.062 0.223 1.880 0.039 3.786 2.314 0.070 0.651 0.000 0.634 0.022 0.295 0.820 0.173 0.679 0.665 0.919 0.296 0.001 0.516 0.203 0.366 0.145 1.397 1.102 2.730 0.439 0.758 0.394 0.494 0.654 0.007 0.274 4.802 0.738 0.058 0.001 0.151 0.302 2.924 0.930 0.319 0.002 0.001 0.939 0.068 0.076 0.998 0.787 0.819 0.957 0.577 0.029 0.199 0.432 0.268 0.409 0.385 0.023 0.704 1.481 0.001 0.332 0.788 0.156 0.483 0.704 0.079 0.132 0.199 0.545 0.029 2.701 0.003 1.118 3.608 0.048 2.683 
0.263 0.825 0.740 0.583 1.328 0.012 0.023 1.022 1.244 0.258 0.498 0.063 2.291 0.077 0.038 0.588 0.929 0.027 0.109 0.594 0.093 0.000 0.325 0.668 0.102 0.290 0.127 0.009 0.066 0.871 0.481 0.005 0.345 0.567 2.875 0.857 0.006 0.167 0.021 0.005 0.179 0.451 1.327 0.035 3.365 1.077 1.226 0.067 0.044 0.697 0.065 0.592 0.184 0.010 0.842 0.191 0.087 0.147 0.243 1.878 0.333 0.710 0.243 0.348 0.168 0.486 0.004 3.377 2.354 0.586 0.304 0.372 0.139 0.806 0.375 1.102 2.581 0.178 0.036 1.190 0.085 0.017 0.013 1.556 0.051 0.003 0.365 0.779 0.033 0.490 0.830 0.084 0.982 1.273 1.905 0.001 0.855 1.375 1.586 0.040 0.222 
0.273 0.473 0.310 0.191 0.270 0.151 0.021 0.001 0.119 1.975 0.066 0.051 0.461 0.034 0.220 1.521 0.381 0.117 1.712 0.001 0.339 0.000 0.274 0.167 1.069 0.009 0.113 0.252 0.142 0.142 0.946 0.002 1.091 0.119 0.050 0.169 1.318 0.423 0.569 0.208 0.041 1.000 1.006 1.272 0.248 0.271 0.024 0.354 1.204 0.280 0.460 0.082 0.000 2.969 0.395 0.752 0.207 0.318 0.303 1.888 0.060 1.325 0.189 0.009 0.023 1.742 1.428 1.258 1.307 1.305 0.056 0.819 0.012 0.004 0.475 0.151 0.173 1.345 0.132 2.833 0.370 0.291 0.033 0.117 0.393 0.064 0.069 0.020 0.148 0.002 1.377 0.184 1.461 0.870 0.771 0.020 0.503 0.023 0.016 0.002 0.000 
0.283 0.170 1.232 1.236 2.022 0.529 0.440 0.188 0.129 0.527 2.400 0.707 2.520 0.925 0.003 0.003 1.914 0.079 0.000 0.054 0.407 0.005 0.180 0.342 0.653 0.027 0.135 0.240 0.938 2.245 0.028 0.193 0.169 0.345 0.088 0.024 0.066 0.060 0.005 1.077 1.012 0.541 0.020 0.161 0.016 0.005 0.009 0.043 0.314 1.535 0.150 0.826 0.407 0.295 1.250 0.107 0.477 1.431 0.437 4.134 0.000 0.059 0.003 0.051 0.557 0.015 0.814 1.474 0.241 0.044 0.724 0.017 0.289 0.027 1.399 0.001 0.109 0.548 0.015 0.650 0.282 0.403 0.180 1.162 0.744 0.487 0.019 0.374 0.559 0.771 0.004 1.032 0.079 0.000 0.042 0.013 0.308 0.007 0.038 0.374 0.231 
0.293 0.057 0.088 0.013 1.544 0.688 0.472 1.033 0.156 4.134 0.012 0.853 0.000 0.031 1.282 0.170 0.578 1.202 1.223 0.017 0.015 0.741 0.006 0.975 0.166 1.231 0.006 0.878 0.278 0.005 0.051 0.001 0.673 0.018 0.000 0.071 1.020 1.156 2.537 2.814 1.164 2.159 2.129 0.000 0.214 0.095 1.552 0.156 0.024 2.854 0.390 0.955 0.912 0.095 0.370 2.101 0.011 0.072 2.731 0.846 0.166 0.539 0.957 1.001 2.305 0.000 0.006 1.702 1.103 0.001 0.000 0.007 0.358 0.049 0.032 0.387 0.186 0.002 2.761 1.280 0.294 1.779 0.154 0.049 0.001 0.051 0.382 1.030 0.148 1.920 0.258 1.741 1.892 1.068 0.053 1.471 0.172 1.163 0.138 1.334 0.067 
